streetAddress,suburb,state,postcode,propertyType,bed,bath,car,landSizeM2,floorSizeM2,yearBuilt,salePrice,saleDate,saleType,agency,landUse,developmentZone,parcelDetails,ownerType,openInRpdata,sourceFile,agencyBrand,saleYear,saleMonth,saleYearMonth,street,month_id,saleMonth_sin,saleMonth_cos,suburb_price_median_current,count,std,suburb_price_median_3m,suburb_price_median_6m,suburb_price_median_12m,suburb_txn_count_3m,suburb_txn_count_6m,suburb_txn_count_12m,suburb_volatility_3m,suburb_volatility_6m,suburb_volatility_12m,suburb_delta_3m,suburb_delta_12m,suburb_house_price_median_current,suburb_house_txn_count_current,suburb_house_volatility_current,suburb_house_price_median_3m,suburb_house_price_median_6m,suburb_house_price_median_12m,suburb_house_txn_count_3m,suburb_house_txn_count_6m,suburb_house_txn_count_12m,suburb_house_volatility_3m,suburb_house_volatility_6m,suburb_house_volatility_12m,suburb_house_delta_3m,suburb_house_delta_12m,suburb_other_price_median_current,suburb_other_txn_count_current,suburb_other_volatility_current,suburb_other_price_median_3m,suburb_other_price_median_6m,suburb_other_price_median_12m,suburb_other_txn_count_3m,suburb_other_txn_count_6m,suburb_other_txn_count_12m,suburb_other_volatility_3m,suburb_other_volatility_6m,suburb_other_volatility_12m,suburb_other_delta_3m,suburb_other_delta_12m,rel_price_vs_suburb_median,rel_street_effect,propertyAge,propertyAgeBand
2/720 WHITEHORSE ROAD,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,476.0,141.0,1980.0,1177000.0,2025-08-09,Pending Settlement Advice,Other,Strata Unit or Flat  (Unspecified),GRZ2,2/PS737917,Owner Occupied,https://rpp.corelogic.com.au/property/2-720-whitehorse-road-mitcham-vic-3132/17239773,propertyExport_20250901115240.csv,Other,2025,8,202508,Whitehorse Road,106,-0.8660254037844384,-0.5000000000000004,865000.0,17.0,293827.43034565274,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.29235649755,437791.16406001203,526402.1923617971,-0.1339173967459324,0.1061381074168799,1012500.0,6.0,480959.6310156047,1240000.0,1204000.0,1129621.75,34.0,81.0,185.0,412793.8289248173,482932.5743879679,655624.5966472421,-0.1331335616438356,0.01963746223564944,857000.0,11.0,131489.99270597813,843500.0,850250.0,849750.0,52.0,89.0,242.0,246787.5412937965,283700.5689357393,324625.30449049064,0.11443433029908978,0.1796291669849739,1.3606936416184972,1.66280297038231,45.0,21+
7/11 CHURCH STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,809.0,77.0,2012.0,499500.0,2025-08-08,Pending Settlement Advice,Other,Townhouse,GRZ2,7/PS638440,Owner Occupied,https://rpp.corelogic.com.au/property/7-11-church-street-mitcham-vic-3132/16285080,propertyExport_20250901115240.csv,Other,2025,8,202508,Church Street,106,-0.8660254037844384,-0.5000000000000004,865000.0,17.0,293827.43034565274,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.29235649755,437791.16406001203,526402.1923617971,-0.1339173967459324,0.1061381074168799,1012500.0,6.0,480959.6310156047,1240000.0,1204000.0,1129621.75,34.0,81.0,185.0,412793.8289248173,482932.5743879679,655624.5966472421,-0.1331335616438356,0.01963746223564944,857000.0,11.0,131489.99270597813,843500.0,850250.0,849750.0,52.0,89.0,242.0,246787.5412937965,283700.5689357393,324625.30449049064,0.11443433029908978,0.1796291669849739,0.577456647398844,0.5991842885753152,13.0,6–20
372 MITCHAM ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,535.0,76.0,2020.0,580000.0,2025-08-03,Pending Settlement Advice,Other,Unknown,Unknown,Unknown,Owner Occupied,https://rpp.corelogic.com.au/property/372-mitcham-road-mitcham-vic-3132/49818591,propertyExport_20250901115240.csv,Woodards,2025,8,202508,Mitcham Road,106,-0.8660254037844384,-0.5000000000000004,865000.0,17.0,293827.43034565274,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.29235649755,437791.16406001203,526402.1923617971,-0.1339173967459324,0.1061381074168799,1012500.0,6.0,480959.6310156047,1240000.0,1204000.0,1129621.75,34.0,81.0,185.0,412793.8289248173,482932.5743879679,655624.5966472421,-0.1331335616438356,0.01963746223564944,857000.0,11.0,131489.99270597813,843500.0,850250.0,849750.0,52.0,89.0,242.0,246787.5412937965,283700.5689357393,324625.30449049064,0.11443433029908978,0.1796291669849739,0.6705202312138728,0.7927019122235978,5.0,0–5
6/12 HARRISON STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,238.0,102.0,1970.0,861000.0,2025-08-02,Pending Settlement Advice,Jellis Craig - Whitehorse,Strata Unit or Flat  (Unspecified),RGZ1,LOT 6 RP7578 & LOT 11 TP13659,Owner Occupied,https://rpp.corelogic.com.au/property/6-12-harrison-street-mitcham-vic-3132/11851927,propertyExport_20250901115240.csv,Jellis Craig,2025,8,202508,Harrison Street,106,-0.8660254037844384,-0.5000000000000004,865000.0,17.0,293827.43034565274,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.29235649755,437791.16406001203,526402.1923617971,-0.1339173967459324,0.1061381074168799,1012500.0,6.0,480959.6310156047,1240000.0,1204000.0,1129621.75,34.0,81.0,185.0,412793.8289248173,482932.5743879679,655624.5966472421,-0.1331335616438356,0.01963746223564944,857000.0,11.0,131489.99270597813,843500.0,850250.0,849750.0,52.0,89.0,242.0,246787.5412937965,283700.5689357393,324625.30449049064,0.11443433029908978,0.1796291669849739,0.9953757225433526,1.3186591498962912,55.0,21+
2/65 QUARRY ROAD,MITCHAM,VIC,3132,UNIT,3.0,1.0,2.0,415.0,105.2,1985.0,925000.0,2025-08-02,Pending Settlement Advice,Other,Strata Unit or Flat  (Unspecified),NRZ1,2/SP21656,Owner Occupied,https://rpp.corelogic.com.au/property/2-65-quarry-road-mitcham-vic-3132/11857361,propertyExport_20250901115240.csv,Other,2025,8,202508,Quarry Road,106,-0.8660254037844384,-0.5000000000000004,865000.0,17.0,293827.43034565274,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.29235649755,437791.16406001203,526402.1923617971,-0.1339173967459324,0.1061381074168799,1012500.0,6.0,480959.6310156047,1240000.0,1204000.0,1129621.75,34.0,81.0,185.0,412793.8289248173,482932.5743879679,655624.5966472421,-0.1331335616438356,0.01963746223564944,857000.0,11.0,131489.99270597813,843500.0,850250.0,849750.0,52.0,89.0,242.0,246787.5412937965,283700.5689357393,324625.30449049064,0.11443433029908978,0.1796291669849739,1.069364161849711,0.9081645658501322,40.0,21+
3/13 HOPETOUN STREET,MITCHAM,VIC,3132,OTHER,4.0,2.0,2.0,535.0,128.0,1980.0,1332000.0,2025-08-01,Pending Settlement Advice,Unknown,Unknown,Unknown,Unknown,Unknown,https://rpp.corelogic.com.au/property/3-13-hopetoun-street-mitcham-vic-3132/61580881,propertyExport_20250901115240.csv,Other,2025,8,202508,Hopetoun Street,106,-0.8660254037844384,-0.5000000000000004,865000.0,17.0,293827.43034565274,881500.0,947375.0,896500.0,86.0,170.0,427.0,386635.29235649755,437791.16406001203,526402.1923617971,-0.1339173967459324,0.1061381074168799,1012500.0,6.0,480959.6310156047,1240000.0,1204000.0,1129621.75,34.0,81.0,185.0,412793.8289248173,482932.5743879679,655624.5966472421,-0.1331335616438356,0.01963746223564944,857000.0,11.0,131489.99270597813,843500.0,850250.0,849750.0,52.0,89.0,242.0,246787.5412937965,283700.5689357393,324625.30449049064,0.11443433029908978,0.1796291669849739,1.5398843930635837,0.8704508086969286,45.0,21+
3 MILNE STREET,MITCHAM,VIC,3132,HOUSE,5.0,2.0,1.0,853.0,224.0,1980.0,0.0,2025-07-31,Nils And Wills,Other,Detached Dwelling (existing),GRZ1,1/TP138018,Owner Occupied,https://rpp.corelogic.com.au/property/3-milne-street-mitcham-vic-3132/11854083,propertyExport_20250901115240.csv,Other,2025,7,202507,Milne Street,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.0,1.1433898076626987,45.0,21+
1A SIMPSON STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,215.0,105.0,1993.0,880000.0,2025-07-26,Pending Settlement Advice,Other,Detached Dwelling (existing),GRZ2,1/TP84884,Owner Occupied,https://rpp.corelogic.com.au/property/1a-simpson-street-mitcham-vic-3132/11858552,propertyExport_20250901115240.csv,Other,2025,7,202507,Simpson Street,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.998298355076574,1.225169410191579,32.0,21+
14 SOMERS STREET,MITCHAM,VIC,3132,HOUSE,4.0,2.0,2.0,725.0,128.0,1980.0,910000.0,2025-07-26,Unknown,Other,Detached Dwelling,NRZ1,1/LP52909,Owner Occupied,https://rpp.corelogic.com.au/property/14-somers-street-mitcham-vic-3132/11858643,propertyExport_20250901115240.csv,Jellis Craig,2025,7,202507,Somers Street,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,1.0323312535450937,1.1796938621639672,45.0,21+
14 WARNES ROAD,MITCHAM,VIC,3132,HOUSE,3.0,1.0,1.0,340.0,104.31,1975.0,865000.0,2025-07-24,Pending Settlement Advice,Noel Jones Whitehorse,Unknown,NRZ3,1/PS729619,Owner Occupied,https://rpp.corelogic.com.au/property/14-warnes-road-mitcham-vic-3132/46034677,propertyExport_20250901115240.csv,Noel Jones,2025,7,202507,Warnes Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.9812819058423142,0.9504320197648202,50.0,21+
MITCHAM ROAD,MITCHAM,VIC,3132,UNIT,2.0,2.0,2.0,962.0,128.0,1980.0,750000.0,2025-07-23,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ3,8/RP4040,Owner Occupied,https://rpp.corelogic.com.au/property/mitcham-road-mitcham-vic-3132/36778540,propertyExport_20250901115240.csv,Other,2025,7,202507,Mitcham Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.8508224617129893,0.7919485892119357,45.0,21+
3/606 MITCHAM ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,186.0,128.0,1980.0,750000.0,2025-07-23,Unknown,Harcourts Vermont South,Single Strata Unit/Villa Unit/Townhouse,NRZ3,3/RP4040,Owner Occupied,https://rpp.corelogic.com.au/property/3-606-mitcham-road-mitcham-vic-3132/11855119,propertyExport_20250901115240.csv,Harcourts,2025,7,202507,Mitcham Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.8508224617129893,0.7919485892119357,45.0,21+
2/5 LINLITHGOW STREET,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,364.0,108.0,1980.0,865000.0,2025-07-22,Pending Settlement Advice,Noel Jones Whitehorse,Detached Dwelling,NRZ3,2/SP29291,Owner Occupied,https://rpp.corelogic.com.au/property/2-5-linlithgow-street-mitcham-vic-3132/11853192,propertyExport_20250901115240.csv,Noel Jones,2025,7,202507,Linlithgow Street,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.9812819058423142,1.0437455965315563,45.0,21+
10 TOURELLO STREET,MITCHAM,VIC,3132,UNIT,3.0,2.0,1.0,557.0,120.0,1950.0,938000.0,2025-07-22,Pending Settlement Advice,Barry Plant - Blackburn,Single Strata Unit/Villa Unit/Townhouse,NRZ1,1/SP36254,Rented,https://rpp.corelogic.com.au/property/10-tourello-street-mitcham-vic-3132/11859394,propertyExport_20250901115240.csv,Barry Plant,2025,7,202507,Tourello Street,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,1.0640952921157119,0.7423011868312138,75.0,21+
16 MOUNTFIELD ROAD,MITCHAM,VIC,3132,HOUSE,3.0,1.0,4.0,613.0,128.0,1980.0,1240000.0,2025-07-18,Unknown,Other,Detached Dwelling,NRZ4,208/LP26189,Owner Occupied,https://rpp.corelogic.com.au/property/16-mountfield-road-mitcham-vic-3132/11855320,propertyExport_20250901115240.csv,Other,2025,7,202507,Mountfield Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,1.406693136698809,1.0895479357539137,45.0,21+
5/41 ORIENT AVENUE,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,69.0,63.0,1965.0,550000.0,2025-07-12,Pending Settlement Advice,Barry Plant - Blackburn,Single Strata Unit/Villa Unit/Townhouse,NRZ3,5/SP36179,Owner Occupied,https://rpp.corelogic.com.au/property/5-41-orient-avenue-mitcham-vic-3132/11855878,propertyExport_20250901115240.csv,Barry Plant,2025,7,202507,Orient Avenue,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.6239364719228587,0.862557476027755,60.0,21+
25 HOPETOUN STREET,MITCHAM,VIC,3132,HOUSE,4.0,1.0,2.0,655.0,156.0,1980.0,1115000.0,2025-07-11,Pending Settlement Advice,Other,Detached Dwelling (existing),NRZ3,2/LP63149,Owner Occupied,https://rpp.corelogic.com.au/property/25-hopetoun-street-mitcham-vic-3132/11852671,propertyExport_20250901115240.csv,Other,2025,7,202507,Hopetoun Street,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,1.2648893930799774,0.8831602928032687,45.0,21+
6/11 DONCASTER EAST ROAD,MITCHAM,VIC,3132,UNIT,2.0,2.0,1.0,115.0,78.0,2000.0,650000.0,2025-07-09,Pending Settlement Advice,Barry Plant - Blackburn,Single Strata Unit/Villa Unit/Townhouse,NRZ4,6/PS414095,Rented,https://rpp.corelogic.com.au/property/6-11-doncaster-east-road-mitcham-vic-3132/11849882,propertyExport_20250901115240.csv,Barry Plant,2025,7,202507,Doncaster East Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.737379466817924,0.7521868879786111,25.0,21+
14 VENICE AVENUE,MITCHAM,VIC,3132,HOUSE,4.0,1.0,1.0,542.0,146.0,1967.0,1329000.0,2025-07-07,Pending Settlement Advice,Jellis Craig - Whitehorse,Detached Dwelling,GRZ1,11/LP68323,Owner Occupied,https://rpp.corelogic.com.au/property/14-venice-avenue-mitcham-vic-3132/11859485,propertyExport_20250901115240.csv,Jellis Craig,2025,7,202507,Venice Avenue,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,1.507657402155417,0.9874860851345993,58.0,21+
1/66 CREEK ROAD,MITCHAM,VIC,3132,UNIT,3.0,1.0,1.0,398.0,114.0,1999.0,917000.0,2025-07-05,Unknown,Jellis Craig - Whitehorse,Single Strata Unit/Villa Unit/Townhouse,GRZ2,1/SP32144,Owner Occupied,https://rpp.corelogic.com.au/property/1-66-creek-road-mitcham-vic-3132/11849103,propertyExport_20250901115240.csv,Jellis Craig,2025,7,202507,Creek Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,1.0402722631877481,1.0671179536996602,26.0,21+
6/21 DONCASTER EAST ROAD,MITCHAM,VIC,3132,UNIT,3.0,3.0,1.0,155.0,132.0,2013.0,857000.0,2025-07-05,Unknown,Noel Jones Whitehorse,OYO Unit,NRZ4,7/PS648889,Owner Occupied,https://rpp.corelogic.com.au/property/6-21-doncaster-east-road-mitcham-vic-3132/16733268,propertyExport_20250901115240.csv,Noel Jones,2025,7,202507,Doncaster East Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.9722064662507091,0.7497489321943301,12.0,6–20
1/110A HEATHERDALE ROAD,MITCHAM,VIC,3132,UNIT,4.0,2.0,3.0,262.0,132.0,1970.0,925000.0,2025-07-05,Pending Settlement Advice,Other,Townhouse,NRZ3,1/PS439886,Owner Occupied,https://rpp.corelogic.com.au/property/1-110a-heatherdale-road-mitcham-vic-3132/11852291,propertyExport_20250901115240.csv,Other,2025,7,202507,Heatherdale Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,1.0493477027793534,0.7358348650284731,55.0,21+
10/6-10 CREEK ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,78.0,69.0,1960.0,655000.0,2025-07-03,Pending Settlement Advice,Other,Single Strata Unit/Villa Unit/Townhouse,GRZ2,10/RP19287,Rented,https://rpp.corelogic.com.au/property/10-6-10-creek-road-mitcham-vic-3132/11848926,propertyExport_20250901115240.csv,Other,2025,7,202507,Creek Road,105,-0.4999999999999997,-0.8660254037844388,881500.0,32.0,469577.00429703825,998750.0,947875.0,896500.0,97.0,166.0,448.0,440893.51420504815,443363.6494717936,543890.0642242589,-0.25924369747899156,-0.05215053763440858,1261000.0,9.0,426290.83382123057,1240000.0,1204000.0,1129621.75,46.0,83.0,195.0,419557.2307867093,464430.4819405021,663848.0809641946,-0.011755485893416906,-0.1593893740417306,715000.0,23.0,297822.4584261902,769000.0,849750.0,808750.0,51.0,83.0,253.0,300375.91202355997,307061.3608371858,351457.0942761319,-0.19617762788083193,-0.12804878048780488,0.7430516165626773,1.0715708258654277,65.0,21+
2/24 HARRISON STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,130.0,80.0,1976.0,550000.0,2025-06-30,Pending Settlement Advice,Barry Plant - Blackburn,Strata Unit or Flat  (Unspecified),RGZ1,2/RP6940,Owner Occupied,https://rpp.corelogic.com.au/property/2-24-harrison-street-mitcham-vic-3132/11852017,propertyExport_20250901115240.csv,Barry Plant,2025,6,202506,Harrison Street,104,1.2246467991473532e-16,-1.0,1025000.0,37.0,396501.4424268019,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,0.1439732142857142,-0.026590693257359965,1240000.0,19.0,331131.0219376165,1240000.0,1149000.0,1129621.75,51.0,89.0,201.0,459410.528507567,508695.77185385505,669962.008015437,0.33333333333333326,0.1272727272727272,843500.0,18.0,311050.1727492211,843500.0,849750.0,831750.0,39.0,94.0,254.0,300637.24347176525,314916.40351178107,358667.31032808265,-0.04689265536723164,-0.11721611721611724,0.5365853658536586,1.3227947150109511,49.0,21+
7 CHASTA CRESCENT,MITCHAM,VIC,3132,HOUSE,4.0,2.0,3.0,648.0,177.0,1975.0,1510000.0,2025-06-28,Pending Settlement Advice,Barry Plant - Blackburn,Detached Dwelling (existing),NRZ3,33/LP42200,Owner Occupied,https://rpp.corelogic.com.au/property/7-chasta-crescent-mitcham-vic-3132/11848073,propertyExport_20250901115240.csv,Barry Plant,2025,6,202506,Chasta Crescent,104,1.2246467991473532e-16,-1.0,1025000.0,37.0,396501.4424268019,1025000.0,947875.0,913500.0,90.0,183.0,455.0,456480.74242974585,448668.338959687,548778.4008133007,0.1439732142857142,-0.026590693257359965,1240000.0,19.0,331131.0219376165,1240000.0,1149000.0,1129621.75,51.0,89.0,201.0,459410.528507567,508695.77185385505,669962.008015437,0.33333333333333326,0.1272727272727272,843500.0,18.0,311050.1727492211,843500.0,849750.0,831750.0,39.0,94.0,254.0,300637.24347176525,314916.40351178107,358667.31032808265,-0.04689265536723164,-0.11721611721611724,1.473170731707317,0.958534412819016,50.0,21+
